field_id,title,availability,stability,private,value_type,base_type,item_type,strata,instanced,arrayed,sexed,units,main_category,encoding_id,instance_id,instance_min,instance_max,array_min,array_max,notes,debut,version,num_participants,item_count,showcase_order,cost_do,cost_on,cost_sc
25610,Weighted-mean L2 in tract inferior longitudinal fasciculus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L2 in tract left inferior longitudinal fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5660,1,1,1
25611,Weighted-mean L2 in tract inferior longitudinal fasciculus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L2 in tract right inferior longitudinal fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5670,1,1,1
25612,Weighted-mean L2 in tract middle cerebellar peduncle,0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L2 in tract middle cerebellar peduncle (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5700,1,1,1
25613,Weighted-mean L2 in tract medial lemniscus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L2 in tract left medial lemniscus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5680,1,1,1
25614,Weighted-mean L2 in tract medial lemniscus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L2 in tract right medial lemniscus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5690,1,1,1
25615,Weighted-mean L2 in tract posterior thalamic radiation (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L2 in tract left posterior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5730,1,1,1
25616,Weighted-mean L2 in tract posterior thalamic radiation (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L2 in tract right posterior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5740,1,1,1
25617,Weighted-mean L2 in tract superior longitudinal fasciculus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L2 in tract left superior longitudinal fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5750,1,1,1
25618,Weighted-mean L2 in tract superior longitudinal fasciculus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L2 in tract right superior longitudinal fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5760,1,1,1
25619,Weighted-mean L2 in tract superior thalamic radiation (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L2 in tract left superior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5770,1,1,1
25620,Weighted-mean L2 in tract superior thalamic radiation (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L2 in tract right superior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5780,1,1,1
25621,Weighted-mean L2 in tract uncinate fasciculus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L2 in tract left uncinate fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5790,1,1,1
25622,Weighted-mean L2 in tract uncinate fasciculus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L2 in tract right uncinate fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5800,1,1,1
25623,Weighted-mean L3 in tract acoustic radiation (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract left acoustic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5810,1,1,1
25624,Weighted-mean L3 in tract acoustic radiation (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract right acoustic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5820,1,1,1
25625,Weighted-mean L3 in tract anterior thalamic radiation (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract left anterior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5830,1,1,1
25626,Weighted-mean L3 in tract anterior thalamic radiation (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract right anterior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5840,1,1,1
25627,Weighted-mean L3 in tract cingulate gyrus part of cingulum (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract left cingulate gyrus part of cingulum (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5850,1,1,1
25628,Weighted-mean L3 in tract cingulate gyrus part of cingulum (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract right cingulate gyrus part of cingulum (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5860,1,1,1
25629,Weighted-mean L3 in tract parahippocampal part of cingulum (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract left parahippocampal part of cingulum (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5980,1,1,1
25630,Weighted-mean L3 in tract parahippocampal part of cingulum (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract right parahippocampal part of cingulum (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5990,1,1,1
25631,Weighted-mean L3 in tract corticospinal tract (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract left corticospinal tract (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5870,1,1,1
25632,Weighted-mean L3 in tract corticospinal tract (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract right corticospinal tract (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5880,1,1,1
25633,Weighted-mean L3 in tract forceps major,0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract forceps major (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5890,1,1,1
25634,Weighted-mean L3 in tract forceps minor,0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract forceps minor (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5900,1,1,1
25635,Weighted-mean L3 in tract inferior fronto-occipital fasciculus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract left inferior fronto-occipital fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5910,1,1,1
25636,Weighted-mean L3 in tract inferior fronto-occipital fasciculus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract right inferior fronto-occipital fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5920,1,1,1
25637,Weighted-mean L3 in tract inferior longitudinal fasciculus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract left inferior longitudinal fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5930,1,1,1
25638,Weighted-mean L3 in tract inferior longitudinal fasciculus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract right inferior longitudinal fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5940,1,1,1
25639,Weighted-mean L3 in tract middle cerebellar peduncle,0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract middle cerebellar peduncle (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5970,1,1,1
25640,Weighted-mean L3 in tract medial lemniscus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract left medial lemniscus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5950,1,1,1
25641,Weighted-mean L3 in tract medial lemniscus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract right medial lemniscus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,5960,1,1,1
25642,Weighted-mean L3 in tract posterior thalamic radiation (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract left posterior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,6000,1,1,1
25643,Weighted-mean L3 in tract posterior thalamic radiation (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract right posterior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,6010,1,1,1
25644,Weighted-mean L3 in tract superior longitudinal fasciculus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract left superior longitudinal fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,6020,1,1,1
25645,Weighted-mean L3 in tract superior longitudinal fasciculus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract right superior longitudinal fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,6030,1,1,1
25646,Weighted-mean L3 in tract superior thalamic radiation (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract left superior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,6040,1,1,1
25647,Weighted-mean L3 in tract superior thalamic radiation (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract right superior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,6050,1,1,1
25648,Weighted-mean L3 in tract uncinate fasciculus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract left uncinate fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,6060,1,1,1
25649,Weighted-mean L3 in tract uncinate fasciculus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean L3 in tract right uncinate fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44315,48844,6070,1,1,1
25650,Weighted-mean ICVF in tract acoustic radiation (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract left acoustic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4730,1,1,1
25651,Weighted-mean ICVF in tract acoustic radiation (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract right acoustic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4740,1,1,1
25652,Weighted-mean ICVF in tract anterior thalamic radiation (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract left anterior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4750,1,1,1
25653,Weighted-mean ICVF in tract anterior thalamic radiation (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract right anterior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4760,1,1,1
25654,Weighted-mean ICVF in tract cingulate gyrus part of cingulum (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract left cingulate gyrus part of cingulum (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4770,1,1,1
25655,Weighted-mean ICVF in tract cingulate gyrus part of cingulum (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract right cingulate gyrus part of cingulum (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4780,1,1,1
25656,Weighted-mean ICVF in tract parahippocampal part of cingulum (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract left parahippocampal part of cingulum (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4900,1,1,1
25657,Weighted-mean ICVF in tract parahippocampal part of cingulum (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract right parahippocampal part of cingulum (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4910,1,1,1
25658,Weighted-mean ICVF in tract corticospinal tract (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract left corticospinal tract (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4790,1,1,1
25659,Weighted-mean ICVF in tract corticospinal tract (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract right corticospinal tract (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4800,1,1,1
25660,Weighted-mean ICVF in tract forceps major,0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract forceps major (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4810,1,1,1
25661,Weighted-mean ICVF in tract forceps minor,0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract forceps minor (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4820,1,1,1
25662,Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract left inferior fronto-occipital fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4830,1,1,1
25663,Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract right inferior fronto-occipital fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4840,1,1,1
25664,Weighted-mean ICVF in tract inferior longitudinal fasciculus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract left inferior longitudinal fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4850,1,1,1
25665,Weighted-mean ICVF in tract inferior longitudinal fasciculus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract right inferior longitudinal fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4860,1,1,1
25666,Weighted-mean ICVF in tract middle cerebellar peduncle,0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract middle cerebellar peduncle (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4890,1,1,1
25667,Weighted-mean ICVF in tract medial lemniscus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract left medial lemniscus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4870,1,1,1
25668,Weighted-mean ICVF in tract medial lemniscus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract right medial lemniscus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4880,1,1,1
25669,Weighted-mean ICVF in tract posterior thalamic radiation (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract left posterior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4920,1,1,1
25670,Weighted-mean ICVF in tract posterior thalamic radiation (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract right posterior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4930,1,1,1
25671,Weighted-mean ICVF in tract superior longitudinal fasciculus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract left superior longitudinal fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4940,1,1,1
25672,Weighted-mean ICVF in tract superior longitudinal fasciculus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract right superior longitudinal fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4950,1,1,1
25673,Weighted-mean ICVF in tract superior thalamic radiation (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract left superior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4960,1,1,1
25674,Weighted-mean ICVF in tract superior thalamic radiation (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract right superior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4970,1,1,1
25675,Weighted-mean ICVF in tract uncinate fasciculus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract left uncinate fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4980,1,1,1
25676,Weighted-mean ICVF in tract uncinate fasciculus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ICVF (intra-cellular volume fraction) in tract right uncinate fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,4990,1,1,1
25677,Weighted-mean OD in tract acoustic radiation (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract left acoustic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6620,1,1,1
25678,Weighted-mean OD in tract acoustic radiation (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract right acoustic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6630,1,1,1
25679,Weighted-mean OD in tract anterior thalamic radiation (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract left anterior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6640,1,1,1
25680,Weighted-mean OD in tract anterior thalamic radiation (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract right anterior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6650,1,1,1
25681,Weighted-mean OD in tract cingulate gyrus part of cingulum (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract left cingulate gyrus part of cingulum (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6660,1,1,1
25682,Weighted-mean OD in tract cingulate gyrus part of cingulum (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract right cingulate gyrus part of cingulum (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6670,1,1,1
25683,Weighted-mean OD in tract parahippocampal part of cingulum (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract left parahippocampal part of cingulum (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6790,1,1,1
25684,Weighted-mean OD in tract parahippocampal part of cingulum (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract right parahippocampal part of cingulum (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6800,1,1,1
25685,Weighted-mean OD in tract corticospinal tract (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract left corticospinal tract (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6680,1,1,1
25686,Weighted-mean OD in tract corticospinal tract (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract right corticospinal tract (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6690,1,1,1
25687,Weighted-mean OD in tract forceps major,0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract forceps major (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6700,1,1,1
25688,Weighted-mean OD in tract forceps minor,0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract forceps minor (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6710,1,1,1
25689,Weighted-mean OD in tract inferior fronto-occipital fasciculus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract left inferior fronto-occipital fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6720,1,1,1
25690,Weighted-mean OD in tract inferior fronto-occipital fasciculus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract right inferior fronto-occipital fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6730,1,1,1
25691,Weighted-mean OD in tract inferior longitudinal fasciculus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract left inferior longitudinal fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6740,1,1,1
25692,Weighted-mean OD in tract inferior longitudinal fasciculus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract right inferior longitudinal fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6750,1,1,1
25693,Weighted-mean OD in tract middle cerebellar peduncle,0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract middle cerebellar peduncle (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6780,1,1,1
25694,Weighted-mean OD in tract medial lemniscus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract left medial lemniscus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6760,1,1,1
25695,Weighted-mean OD in tract medial lemniscus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract right medial lemniscus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6770,1,1,1
25696,Weighted-mean OD in tract posterior thalamic radiation (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract left posterior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6810,1,1,1
25697,Weighted-mean OD in tract posterior thalamic radiation (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract right posterior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6820,1,1,1
25698,Weighted-mean OD in tract superior longitudinal fasciculus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract left superior longitudinal fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6830,1,1,1
25699,Weighted-mean OD in tract superior longitudinal fasciculus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract right superior longitudinal fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6840,1,1,1
25700,Weighted-mean OD in tract superior thalamic radiation (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract left superior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6850,1,1,1
25701,Weighted-mean OD in tract superior thalamic radiation (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract right superior thalamic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6860,1,1,1
25702,Weighted-mean OD in tract uncinate fasciculus (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract left uncinate fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6870,1,1,1
25703,Weighted-mean OD in tract uncinate fasciculus (right),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean OD (orientation dispersion index) in tract right uncinate fasciculus (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,6880,1,1,1
25704,Weighted-mean ISOVF in tract acoustic radiation (left),0,2,0,31,0,0,3,1,0,0,AU,135,0,2,2,3,0,0,Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left acoustic radiation (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44313,48842,5000,1,1,1
